Date,Asset,OriginalShorttext,PMType,Cost,RunningTime,MajorSystem,Part,Action,Variant,FM,Location,Comments,FuncLocation,SuspSugg,Rule,
25/02/2007,C,replace leaking fittings on hp filter.,PM01,449.56,369,Engine,Filter,Replace,2V,Leak,NA,NA,"IMPLEMENTS HYD,MECH - CONTROLS",0,Rule_1_3_50_119_361_362_403,
05/04/2007,C,LH ENGINE CENTRIFUGAL FILTER BASE FAULTY,PM01,361.65,39,Engine,Filter,NA,NA,Unspecified,Left,NA,LUBRICATION SYSTEM,0,Rule_1_3_25_50_60_119_445_477,
10/09/2007,C,MAIN PUMP 1 HP FILTER LEAKING FROM PLUG,PM01,0,158,Engine,Filter,NA,NA,Leak,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_50_119_182_183_403,
15/10/2007,C,FIT WATER SEPERATOR FILTERS TO SHD23,PM01,54.9,35,Engine,Filter,Replace,Install,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_50_119_354,
19/11/2007,C,PRESSURISER FILTERS REQUIRE CHANGING,PM01,0,35,Engine,Filter,Minor Maint,12,NA,NA,NA,OPERATORS CABIN,0,Rule_1_3_50_119_250_316,
14/12/2007,C,HYD COOLER FILTER BYPASS SCREEN MISSING,PM01,0,25,Engine_Hydraulic System,Filter,NA,NA,Leak_Missing / Loose,NA,NA,HYDRAULIC OIL COOLER,0,Rule_1_3_50_51_119_405_409,
31/08/2009,C,RESEAL PILOT FILTER BESIDE CAB.,PM01,156.92,626,Engine,Filter,Repair,2,NA,NA,NA,"IMPLEMENTS HYD,MECH - CONTROLS",0,Rule_1_3_50_119_239_336,
31/08/2009,C,REPAIR OIL LEAK AROUND HP FILTERS.,PM01,0,0,Engine_Hydraulic System,Filter,Repair,1,Leak,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_50_52_119_335_403,
30/10/2009,C,RH ENGINE CENTRIFUGAL FILTER LEAKING,PM01,253.02,60,Engine,Filter,NA,NA,Leak,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_50_60_119_403_487,
10/02/2010,C,REPLACE BLOWN HOSE ON HP FILTERS.,PM01,284.53,103,Engine_Hydraulic System,Filter,Replace,2V,Structural Integrity,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_50_53_119_361_362_437,
28/09/2010,C,RH ENGINE CENTIFUGE FILTER LEAKING,PM01,178.8,230,Engine,Filter,NA,NA,Leak,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_50_119_403_487,
17/08/2011,C,REPLACE U/S H.P FILTER HOUSINGS. PLEASE,PM01,0,323,Engine,Filter,Replace,2V,NA,NA,NA,HYDRAULIC SYSTEM,0,Rule_1_3_50_119_180_361_362,
17/10/2011,C,Oil leaks HP Filters,PM01,501.37,61,Engine_Hydraulic System,Filter,NA,NA,Leak,NA,NA,ENGINE LEFT HAND,0,Rule_1_3_50_52_119_403,
17/10/2011,C,REPLACE DRAIN BUNGS ON H/P FILTERS. PLEA,PM01,0,0,Engine,Filter,Replace,2V,NA,NA,NA,HYDRAULIC SYSTEM,0,Rule_1_3_50_119_200_361_362,
17/10/2011,C,REPLACE U/S H.P FILTER HOUSINGS,PM01,1952.88,0,Engine,Filter,Replace,2V,NA,NA,NA,HYDRAULIC SYSTEM,0,Rule_1_3_50_119_180_361_362,
26/08/2003,D,Replace primary air filters  completed,PM01,271.47,NA,Engine,Filter,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_51_128_392_393,
21/03/2004,D,Change engine oil and filters,PM02,927.25,208,Engine_Hydraulic System,Filter,Replace,1,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,1,Rule_1_4_26_51_53_128_387,
31/03/2004,D,replace single hex bolts on slew filters,PM01,134.58,10,Engine_Hydraulic System,Filter,Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_51_55_128_179_392_393,
11/01/2005,D,repair oil leaks hp filter block,PM01,258.66,286,Engine_Hydraulic System,Filter,Repair,1,Leak,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_51_53_128_165_224_366_434,
23/01/2005,D,Replace hose between P2 and H/P filter,PM01,1872.67,12,Engine_Hydraulic System,Filter,Replace,2V,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_51_54_128_392_393,
14/03/2005,D,Centrifugal Filter Clamp Broken.,PM01,1514.9,50,Engine,Filter,NA,NA,Structural Integrity,NA,NA,LUBRICATION SYSTEM,0,Rule_1_3_51_61_94_128_183_469,
09/04/2005,D,Centrifugal Filter Clamp Broken,PM01,0,26,Engine,Filter,NA,NA,Structural Integrity,NA,NA,LUBRICATION SYSTEM,0,Rule_1_3_51_61_94_128_183_469,
27/04/2005,D,centrifugal filter clamp,PM01,150.96,18,Engine,Filter,NA,NA,NA,NA,NA,LUBRICATION SYSTEM,0,Rule_1_3_51_61_94_128_183,
09/05/2005,D,Change high pressure filter hose.,PM01,296.97,12,Engine_Hydraulic System,Filter,Replace,1,NA,NA,NA,Pumps/Valves/Coolers/Hoses,0,Rule_1_3_51_54_128_387,
07/08/2005,D,REPLACE HOSE(P3 PUMP TO FILTER HOUSING.),PM01,2634.78,90,Engine_Hydraulic System,Filter,Replace,2V,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_51_54_128_189_192_392_393,
09/08/2005,D,Oil leak centrifugal filter mounting .pa,PM01,13.16,2,Engine_Hydraulic System,Filter,NA,NA,Leak,NA,NA,ENGINE RIGHT HAND,0,Rule_1_3_51_53_61_128_181_434,
07/02/2006,D,Leaking test fitteing at HP filter,PM01,291.25,182,Engine,Filter,CM_Replace,Install,Leak,NA,Positional Term,HYDRAULIC FILTERS,0,Rule_1_3_51_128_327_385_434_523,
06/04/2006,D,R/H engine filter head leaking,PM01,29.61,58,Engine,Filter,NA,NA,Leak,Right,NA,LUBRICATION SYSTEM,0,Rule_1_3_26_51_128_434_519,
29/04/2006,D,Filter Screen leaking on system,PM01,0,23,Engine,Filter,NA,NA,Leak,NA,NA,GREASE LUBE SYSTEM,0,Rule_1_3_51_128_434,
28/08/2006,D,Replace hyd tank breather,PM01,124.82,121,Hydraulic System,Filter,Replace,2V,NA,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_52_129_208_392_393,
28/09/2006,D,High pressure filter block leaking,PM01,918.48,31,Engine,Filter,NA,NA,Leak,NA,NA,SHOVEL/EXCAVATOR - CONTROLS,0,Rule_1_3_51_128_165_224_434,
01/01/2007,D,Re-seal HP filter housing,PM01,0,95,Engine,Filter,Repair,2V,NA,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_51_128_189_202_368,
11/01/2007,D,Service centrafugal filters,PM01,17.9,10,Engine,Filter,Minor Maint,5,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_51_128_338,
08/02/2007,D,Reseal lodgic block front HP filter,PM01,712.25,28,Engine,Filter,Repair,2,NA,Front,NA,SHOVEL/EXCAVATOR - CONTROLS,0,Rule_1_3_51_128_165_224_367_505,
21/03/2007,D,FAb & fit extended breathers to f/d,PM01,751.6,41,NA,Filter,Replace,Install,NA,NA,NA,FINAL DRIVE ASSEMBLY,0,Rule_1_3_129_385,
22/03/2007,D,Replace air filter dust evacuation hoses,PM01,0,1,Engine_Hydraulic System,Filter,Replace,2V,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_51_54_128_283_392_393,
30/04/2007,D,blown hydraulic hose on return filters,PM01,366.32,39,Engine_Hydraulic System,Filter,Minor Maint,19,Structural Integrity,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_51_52_54_128_357_468,
10/05/2007,D,R/H Eng oil filter housing leaking,PM01,0,10,Engine_Hydraulic System,Filter,NA,NA,Leak,Right,NA,LUBRICATION SYSTEM,0,Rule_1_3_26_51_53_128_189_434_519,
20/07/2007,D,Replaced venturi hose,PM01,531.57,71,Hydraulic System,Filter,Replace,2V,NA,NA,NA,"IMPLEMENTS HYD,MECH - CONTROLS",0,Rule_1_3_54_130_392_393,
28/08/2007,D,Slew filter housing cracked,PM01,4312.95,39,Engine_Hydraulic System,Filter,NA,NA,Structural Integrity,NA,NA,SLEW PUMPS,0,Rule_1_3_51_55_128_189_470,
23/12/2007,D,coolant leak l/h engine  thermo.housing,PM01,663.09,117,Engine,Filter,NA,NA,Leak,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_26_189_251_434_509,
30/12/2007,D,Slew filter cracked,PM01,6565.51,7,Engine_Hydraulic System,Filter,NA,NA,Structural Integrity,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_51_55_128_470,
03/01/2008,D,R/h centrifugal filter u/s,PM01,404.98,4,Engine,Filter,NA,NA,NA,Right,NA,LUBRICATION SYSTEM,0,Rule_1_3_51_61_128_519,
03/01/2008,D,Oil leak--(oil filter?),PM01,161.56,0,Engine_Hydraulic System,Filter,NA,NA,Leak,NA,NA,LUBRICATION SYSTEM,0,Rule_1_3_51_53_128_434,
12/01/2008,D,Replaced cracked hyd HP filter on SHD24,PM01,4712.77,9,Engine_Hydraulic System,Filter,Replace,2V,Structural Integrity,NA,NA,SLEW PUMPS,0,Rule_1_3_51_52_128_392_393_470,
29/01/2008,D,Comtination swing filter #3,PM01,288.3,17,Engine,Filter,NA,NA,NA,NA,NA,SLEW PUMP - RIGHT DOUBLE,0,Rule_1_3_51_128,
01/02/2008,D,Replace o-ring on filter housing,PM01,1419.88,3,Engine,Filter,Replace,2V,NA,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_51_128_189_199_392_393,
04/02/2008,D,repair cracked centrifugal filter,PM01,680.36,3,Engine,Filter,Repair,1,Structural Integrity,NA,NA,LUBRICATION SYSTEM,0,Rule_1_3_51_61_128_366_470,
14/02/2008,D,Replace air cleaner bolts and wing nuts,PM01,85.72,10,Engine,Filter,Minor Maint_Replace,2V,NA,NA,NA,INDUCTION & EXHAUST,0,Rule_1_3_58_179_343_392_393,
13/03/2008,D,Repair worn centrifuge filter,PM01,256.8,28,Engine,Filter,Repair,1,Structural Integrity,NA,NA,OTHER COMPONENTS,0,Rule_1_3_51_60_128_366_465,
24/04/2008,D,Oil leak on oil filter housing SHD24,PM01,2748.84,42,Engine_Hydraulic System,Filter,NA,NA,Leak,NA,NA,ENGINE RIGHT HAND,0,Rule_1_3_51_53_128_189_434,
03/06/2008,D,L/h centrifugal filter leaking,PM01,789.32,40,Engine,Filter,NA,NA,Leak,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_51_61_128_434_509,
01/07/2008,D,centrifugal filter leak,PM01,0,28,Engine,Filter,NA,NA,Leak,NA,NA,OIL - ENGINE- RIGHT,0,Rule_1_3_51_61_128_434,
01/07/2008,D,filter housing mount bolts broken,PM01,0,0,Engine,Filter,NA,NA,Structural Integrity,NA,NA,OIL - HYDRAULIC,0,Rule_1_3_51_128_179_181_189_469,
03/08/2008,D,Replace water seperator filters,PM01,1913.25,33,Engine,Filter,Replace,2V,NA,NA,NA,FUEL SYSTEMS,0,Rule_1_3_51_128_392_393,
12/08/2008,D,Hyd filter fallin off bracket,PM01,0,9,Engine_Hydraulic System,Filter,NA,NA,NA,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_51_52_128,
28/08/2008,D,breathers need replacing,PM01,41.28,16,NA,Filter,Replace,2V,NA,NA,NA,ENGINE LEFT HAND,0,Rule_1_3_129_393,
25/09/2008,D,RH engine breathers need replacing,PM01,41.28,28,Engine,Filter,Replace,2V,NA,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_26_129_393_518,
25/09/2008,D,Oil leak RH Centrifugal filter,PM01,0,0,Engine_Hydraulic System,Filter,NA,NA,Leak,Right,NA,LUBRICATION SYSTEM,0,Rule_1_3_51_53_61_128_434_518,
25/09/2008,D,PIRTEK  Hose from DZ to HP Filters,PM01,979.52,0,Engine_Hydraulic System,Filter,NA,NA,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_51_54_128,
09/10/2008,D,Reposition inner final drive breathers,PM01,0,14,Final Drive,Filter,NA,NA,NA,NA,NA,FINAL DRIVE,0,Rule_1_3_28_129,
30/10/2008,D,reseal hp filter blocks,PM01,1953.81,21,Engine,Filter,Repair,2,NA,NA,NA,OIL - HYDRAULIC,0,Rule_1_3_51_128_165_224_367,
14/11/2008,D,slew filter fitting leak,PM01,0,15,Engine_Hydraulic System,Filter,NA,NA,Leak,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_51_55_128_434,
13/03/2009,D,Replace pilot line to HP filters,PM01,0,119,Engine,Filter,Replace,2V,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_51_128_392_393,
09/04/2009,D,Extend inside final drive breathers,PM01,0,27,Final Drive,Filter,NA,NA,NA,NA,NA,FINAL DRIVE ASSEMBLY,0,Rule_1_3_28_129,
09/04/2009,D,Replace damaged pressurising  vent,PM01,66.91,0,NA,Filter,Replace,2V,Structural Integrity,NA,NA,AIR CONDITIONING SYSTEM,0,Rule_1_3_130_229_392_393_464,
05/05/2009,D,Left Eng fan pump mounting bolt stripped,PM01,386.26,26,Engine,Filter,NA,NA,NA,Left,NA,ENGINE FAN DRIVE PUMP - LEFT,0,Rule_1_3_26_127_179_181_192_510,
09/07/2009,D,Repair leaking hyd filter cap SHD24,PM01,0,65,Engine_Hydraulic System,Filter,Repair,1,Leak,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_51_52_128_194_366_434,
11/08/2009,D,Fit up Filter System for oil reserve,PM01,245.96,33,Engine_Hydraulic System,Filter,Replace,Install,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_51_53_128_385,
11/08/2009,D,Oil leak above P3 Filter,PM01,72.54,0,Engine_Hydraulic System,Filter,NA,NA,Leak,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_51_53_128_434,
12/08/2009,D,Oil leaking from HP Filter,PM01,0,1,Engine_Hydraulic System,Filter,NA,NA,Leak,NA,NA,MAIN HYDRAULIC PUMPS,0,Rule_1_3_51_53_128_434,
08/09/2009,D,P4 Replace HP Filter and bowl,PM01,3202.43,27,Engine,Filter,Replace,2V,NA,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_51_128_392_393,
05/10/2009,D,Replace front floor vents,PM01,258.66,27,NA,Filter,Replace,2V,NA,Front,NA,AIR CONDITIONING SYSTEM,0,Rule_1_3_130_229_392_393_505,
27/10/2009,D,Oil leak from rear swing HP filter,PM01,5319.38,22,Engine_Hydraulic System,Filter,NA,NA,Leak,Rear,NA,HYDRAULIC FILTERS,0,Rule_1_3_51_53_128_434_516,
27/10/2009,D,Front A/C return air filter missing,PM01,836,0,Engine,Filter,Minor Maint,19,Missing / Loose,Front,NA,AIR CONDITIONING SYSTEM FRONT / RIGH ENG,0,Rule_1_3_51_128_229_231_357_440_505,
02/11/2009,D,#1 hydraulic filter contamination,PM01,0,6,Engine_Hydraulic System,Filter,NA,NA,NA,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_51_52_128,
23/11/2009,D,oil leak at lh centrifcal engine filter,PM01,331.95,21,Engine_Hydraulic System,Filter,NA,NA,Leak,Left,Positional Term,LUBRICATION SYSTEM,0,Rule_1_3_26_51_53_128_434_508_523,
23/11/2009,D,Change Oil Filters both engines,PM01,0,0,Engine_Hydraulic System,Filter,Replace,1,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_26_51_53_128_387,
24/11/2009,D,L & R Engine fan pump mounting O Rings,PM01,0,1,Engine,Filter,NA,NA,NA,NA,NA,ENGINE FAN DRIVE PUMPS,0,Rule_1_3_26_127_181_192_198,
19/01/2010,D,Replace RH Engine long life filters,PM01,96.14,56,Engine,Filter,Replace,2V,NA,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_26_51_128_392_393_518,
16/02/2010,D,Oil leak Rear HP Filter head,PM01,0,28,Engine_Hydraulic System,Filter,NA,NA,Leak,Rear,NA,HYDRAULIC FILTERS,0,Rule_1_3_51_53_128_434_516,
09/03/2010,D,Reseal LH Pump drive breathers fittings,PM01,0,21,NA,Filter,Repair,2,NA,Left,NA,PUMP GEARBOX - LEFT,0,Rule_1_3_129_192_367_508,
13/04/2010,D,RH Eng centrifugal filter leaking @ base,PM01,0,35,Engine,Filter,NA,NA,Leak,Right,NA,LUBRICATION SYSTEM,0,Rule_1_3_26_51_61_128_434_518,
13/04/2010,D,ACC DAMAGE RH Final drive breathers,PM06,0,0,Final Drive,Filter,NA,NA,Structural Integrity,Right,NA,HYDRAULIC HOSES & LINES,0,Rule_1_28_129_464_518,
30/06/2010,D,oil leak on filter,PM01,1729.36,78,Engine_Hydraulic System,Filter,NA,NA,Leak,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_51_53_128_434,
10/08/2010,D,Reseal both engine breathers,PM01,1076.23,41,Engine,Filter,Repair,2,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_26_129_367,
10/08/2010,D,Replace filter restriction hose,PM01,0,0,Engine_Hydraulic System,Filter,Replace,2V,NA,NA,NA,ENGINE RIGHT HAND,0,Rule_1_3_51_54_128_392_393,
24/08/2010,D,Replace HP Filter heads,PM01,17036.5,14,Engine,Filter,Replace,2V,NA,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_51_128_392_393,
31/08/2010,D,Replace hydraulic filter housing,PM01,17416.18,7,Engine_Hydraulic System,Filter,Replace,2V,NA,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_51_52_128_189_392_393,
21/09/2010,D,Replace filter restriction hose,PM01,0,21,Engine_Hydraulic System,Filter,Replace,2V,NA,NA,NA,ENGINE RIGHT HAND,0,Rule_1_3_51_54_128_392_393,
19/10/2010,D,Replace HP Filter heads,PM01,17.6,28,Engine,Filter,Replace,2V,NA,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_51_128_392_393,
19/10/2010,D,Replace filter restriction hose,PM01,0,0,Engine_Hydraulic System,Filter,Replace,2V,NA,NA,NA,ENGINE RIGHT HAND,0,Rule_1_3_51_54_128_392_393,
16/11/2010,D,Replace HP Filter heads,PM01,988.78,28,Engine,Filter,Replace,2V,NA,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_51_128_392_393,
16/11/2010,D,Cut open engine oil filters,PM01,96.14,0,Engine_Hydraulic System,Filter,NA,NA,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_26_51_53_128,
11/01/2011,D,Replace HP Filter heads,PM01,2025.6,56,Engine,Filter,Replace,2V,NA,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_51_128_392_393,
15/02/2011,D,Remount servo filter to grease system,PM01,1084.08,35,Engine,Filter,NA,NA,NA,NA,NA,"IMPLEMENTS HYD,MECH - CONTROLS",0,Rule_1_3_51_128_181_306,
24/03/2011,D,Replace air filters outers,PM01,576.01,37,Engine,Filter,Replace,2V,NA,NA,NA,INDUCTION & EXHAUST,0,Rule_1_3_51_128_392_393,
05/04/2011,D,Replace centrifuge mounting base RH Eng,PM01,0,12,Engine,Filter,Replace,2V,NA,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_26_60_181_392_393_518,
05/04/2011,D,Reseal LH Engine Oil filter manifold,PM01,369.6,0,Engine_Hydraulic System,Filter,Repair,2,NA,Left,NA,ENGINES  x 2,0,Rule_1_3_26_51_53_128_367_508,
23/05/2011,D,Replace centrifuge filter on RH engine,PM01,2027.74,48,Engine,Filter,Replace,2V,NA,Right,NA,LUBRICATION SYSTEM,0,Rule_1_3_26_51_60_128_392_393_518,
27/06/2011,D,C/O Mount bolts on Slew charge filters,PM01,770.32,35,Engine_Hydraulic System,Filter,Minor Maint_Replace,1V,NA,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_51_55_128_179_181_346_390,
18/08/2011,D,remove breathers from LH and RH pump box,PM01,0,52,NA,Filter,Replace,Install,NA,Left_Right,NA,PUMP GEARBOX,0,Rule_1_3_110_129_192_386_508_518,
31/08/2011,D,RH eng.oil spinner filter pipe cracked,PM01,0,13,Engine_Hydraulic System,Filter,NA,NA,Structural Integrity,Right,NA,LUBRICATION SYSTEM,0,Rule_1_3_26_51_53_128_470_518,
19/09/2011,D,Changeout Servi filters,PM01,846.32,19,Engine,Filter,Replace,1,NA,NA,NA,"IMPLEMENTS HYD,MECH - CONTROLS",0,Rule_1_3_51_128_387,
09/03/2006,E,Fit 4 vent doors to sides of eng module,PM01,0,NA,Engine,Filter,Replace,Install,NA,NA,NA,Shovel Tracked Hydr O&K RH120E SHD26,0,Rule_1_3_25_114_338,
07/04/2006,E,RF-FIT CAPS TO AIR VENTS IN CASCADE ROOM,PM01,572.17,29,NA,Filter,Replace,Install,NA,Front_Right,NA,AIR CONDITIONING SYSTEM,0,Rule_1_3_114_178_213_338_460_473,
12/09/2006,E,BROKEN BOLTS ON SLEW FILTER,PM01,1711.34,158,Engine_Hydraulic System,Filter,NA,NA,Structural Integrity,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_48_52_112_163_422,
19/09/2006,E,REPLACE AIR FILTERS,PM01,358.18,7,Engine,Filter,Replace,2V,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_48_112_345_346,
28/09/2006,E,OIL LEAK @ RH ENGINE CENTRIFUGAL FILTER,PM01,225.41,9,Engine,Filter,NA,NA,Leak,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_48_50_58_112_387_471,
04/10/2006,E,OIL LEAK @ P1 HP FILTER PRESSURE SENDER,PM01,79.03,6,Engine_Hydraulic System,Filter,NA,NA,Leak,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_48_50_112_387,
03/12/2006,E,R/H ENGINE AIR FILTERS BLOCKED,PM01,429.18,60,Engine,Filter,NA,NA,NA,Right,NA,ENGINES  x 2,0,Rule_1_3_25_48_112_149_208_472,
08/12/2006,E,BLOCKED AIR FILTERS,PM01,1230.16,5,Engine,Filter,NA,NA,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_48_112_149_208,
23/12/2006,E,REPLACE AIR FILTERS IN BOTH ENGINES,PM01,788.57,15,Engine,Filter,Replace,2V,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_25_48_112_345_346,
15/02/2007,E,LH CENTRIFUGAL FILTER LEAKING-WARRANTY,PM01,0,54,Engine,Filter,NA,NA,Leak,Left,Warranty Item,LUBRICATION SYSTEM,0,Rule_1_3_48_58_112_387_461_481,
03/04/2007,E,REPLACE BROKEN BOLTS ON SLEW FILTER,PM01,170.19,47,Slew,Filter,Replace,2V,Structural Integrity,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_48_52_112_163_345_346_422,
11/05/2007,E,replace 4 air filters,PM01,437.47,38,Engine,Filter,Replace,2V,NA,NA,NA,INDUCTION & EXHAUST,0,Rule_1_3_48_112_345_346,
30/07/2007,E,REPLACE CENTRIFUGE FILTER ON L/H ENGINE,PM01,5945.17,80,Engine,Filter,Replace,2V,NA,Left,NA,LUBRICATION SYSTEM,0,Rule_1_3_25_48_57_112_345_346_462,
30/07/2007,E,REPLACE CENTRIFUGE FILTER ON R/H ENGINE,PM01,1520.07,0,Engine,Filter,Replace,2V,NA,Right,NA,LUBRICATION SYSTEM,0,Rule_1_3_25_48_57_112_345_346_472,
04/08/2007,E,REPAIR OIL LEAK AT XOVER FILTERS(SLEW),PM01,146.13,5,Engine,Filter,Repair,1,Leak,NA,Positional Term,"IMPLEMENTS HYD,MECH - CONTROLS",0,Rule_1_3_48_50_52_112_319_387_476,
11/08/2007,E,R/H ENG OIL FILTER ASSY LEAKING AT BLOCK,PM01,94.63,7,Engine_Hydraulic System,Filter,NA,NA,Leak,Right,Positional Term,ENGINES  x 2,0,Rule_1_3_25_48_50_112_149_208_387_472_476,
20/08/2007,E,REPLACE AIR FILTERS.,PM01,450.51,9,Engine,Filter,Replace,2V,NA,NA,NA,INDUCTION & EXHAUST,0,Rule_1_3_48_112_345_346,
08/09/2007,E,CHANGEOUT AIR FILTERS   @R40,PM01,437.3,19,Engine,Filter,Replace,1,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_48_112_340,
05/10/2007,E,REPLACE AIR FILTERS.,PM01,523.98,27,Engine,Filter,Replace,2V,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_48_112_345_346,
01/12/2007,E,REPLACE ALL AIR FILTERS,PM01,451.6,57,Engine,Filter,Replace,2V,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_48_112_345_346,
04/01/2008,E,REPLACE CABLES ON HP FILTERS,PM01,410.5,34,Engine,Filter,Replace,2V,NA,NA,NA,HYDRAULIC SYSTEM,0,Rule_1_3_48_112_232_345_346,
27/03/2008,E,Replace LH Water/Sediment filter.,PM01,69,83,Engine,Filter,Replace,2V,NA,Left,NA,FILTER - FUEL LEFT,0,Rule_1_3_48_112_345_346_461,
02/11/2008,E,REPLACE BLOCKED AIR FILTERS,PM01,286.12,220,Engine,Filter,Replace,2V,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_48_112_149_208_345_346,
05/12/2008,E,SLEW CROSS OVER FILTER - LEAKING,PM01,669.94,33,Slew,Filter,NA,NA,Leak,NA,NA,SLEW PUMPS,0,Rule_1_3_48_52_112_387,
30/12/2008,E,REPLACE SLEW BOX BREATHERS,PM01,254.28,25,Slew,Filter,Replace,2V,NA,NA,NA,HYDRAULIC SYSTEM,0,Rule_1_3_52_94_113_345_346,
16/07/2009,E,"REPLACE ''X'' OVER FILTER HOUSING , SLEW",PM01,7611.98,198,Slew,Filter,Replace,2V,NA,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_48_52_112_173_345_346,
20/07/2009,E,OIL LEAK UNDER SLEW  FILTERS,PM01,774.84,4,Slew,Filter,NA,NA,Leak,NA,Positional Term,HYDRAULIC SYSTEM,0,Rule_1_3_48_50_52_112_387_475,
02/08/2009,E,OIL LEAK AT ENG OIL FILTERS.,PM01,385.08,13,Engine,Filter,NA,NA,Leak,NA,Positional Term,ENGINE LEFT HAND,0,Rule_1_3_25_48_50_112_387_476,
29/04/2010,E,fit chains to vent doors & check hinges,PM01,550.38,270,NA,Filter,CM_Replace,Install,NA,NA,NA,SUPERSTRUCTURE,0,Rule_1_3_114_275_338,
19/05/2010,E,REPAIR OIL LEAKS AT P1 / SERVO FILTER,PM01,0,20,NA,Filter,Repair,1,Leak,NA,Positional Term,HYDRAULIC HOSES & LINES,0,Rule_1_3_48_50_112_319_387_476,
19/05/2010,E,REPAIR OIL LEAKS AT P1/ 35 BAR FILTER,PM01,17181.15,0,NA,Filter,Repair,1,Leak,NA,Positional Term,HYDRAULIC SYSTEM,0,Rule_1_3_48_50_112_319_387_476,
15/04/2011,E,RH engine leaking oil behind filters,PM01,0,331,Engine,Filter,NA,NA,Leak,Right,NA,Shovel Tracked Hydr O&K RH120E SHD26,0,Rule_1_3_25_48_50_112_387_471,
20/04/2011,E,REPLACE AIR FILTERS,PM01,585.05,5,Engine,Filter,Replace,2V,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_48_112_345_346,
06/06/2011,E,repair hydraulic leak at slew filter,PM01,1725.36,47,Engine_Hydraulic System,Filter,Repair,1,Leak,NA,Positional Term,HYDRAULIC HOSES & LINES,0,Rule_1_3_48_49_52_112_319_387_476,
24/06/2011,E,REPAIR OIL LEAKS H/P  FILTER BLOCK,PM01,537.19,18,Hydraulic System,Filter,Repair,1,Leak,NA,NA,HYDRAULIC FILTERS,0,Rule_1_3_48_50_112_149_208_319_387,
18/07/2011,E,Replace Engine Oil and Filters,PM01,28.1,24,Engine,Filter,Replace,2V,NA,NA,NA,LUBRICATION SYSTEM,0,Rule_1_3_25_48_50_112_345_346,
